Geneid	/mnt/efs/clusterfcs/data/tfm-esther/results/procesado-4/duplicates/RSQ_138_sorted_q10_mrkDup.bam
PDPN	0
RNA5SP41	0
ENSG00000237445	0
ENSG00000253085	0
PRDM2	3585
ENSG00000289380	0
KAZN	0
RNU6-1265P	0
ENSG00000231606	0
KAZN-AS1	0
TBCAP2	0
ENSG00000287756	0
TMEM51-AS1	0
TMEM51	0
TMEM51-AS2	0
MFFP1	0
ZBTB2P1	0
FHAD1	30
FHAD1-AS1	0
ENSG00000236045	0
EFHD2-AS1	0
EFHD2	6142
CTRC	0
CELA2A	0
CELA2B	0
CASP9	407
DNAJC16	415
SCARNA21B	0
ENSG00000272510	0
AGMAT	0
ENSG00000237301	0
CHCHD2P6	1
RNU7-179P	0
CD24P1	0
DDI2	937
RSC1A1	0
ENSG00000271742	0
PLEKHM2	299
ENSG00000237938	0
SLC25A34	0
SLC25A34-AS1	0
TMEM82	0
FBLIM1	0
RPL12P14	0
UQCRHL	0
ENSG00000178715	0
FLJ37453	0
SPEN	5940
ENSG00000270620	0
ZBTB17	291
ENSG00000234607	0
ENSG00000231353	0
ENSG00000275503	0
TBC1D3P6	0
SRARP	0
ENSG00000233078	0
HSPB7	0
CLCNKA	0
ENSG00000232456	0
CLCNKB	17
FAM131C	0
EPHA2	0
EPHA2-AS1	0
ENSG00000224621	0
ARHGEF19-AS1	0
ARHGEF19	1
ANO7L1	0
ENSG00000288398	38
CPLANE2	0
MT1XP1	0
FBXO42	33
SZRD1	1242
RPL22P3	0
SPATA21	0
NECAP2	379
LINC01772	0
CROCCP3	0
RNU1-1	15
ENSG00000261135	0
ENSG00000285853	0
ENSG00000224174	0
LINC01783	0
RNU1-6P	0
PDE4DIPP8	0
NBPF1	55
ENSG00000271732	0
CROCCP2	3
ENSG00000283773	0
MST1P2	14
ENSG00000282143	0
RNU1-3	0
ENSG00000280114	0
EIF1AXP1	4
ESPNP	0
ENSG00000279151	0
ENSG00000282740	0
CROCC	209
CROCCP4	0
RNU1-4	0
MST1L	0
ENSG00000223643	0
PDE4DIPP9	0
MIR3675	0
ENSG00000228549	0
RNU1-5P	0
ENSG00000238142	0
ENSG00000235241	0
RNU1-2	0
ENSG00000272426	0
MFAP2	0
ENSG00000286898	0
ENSG00000226526	1
ATP13A2	212
ENSG00000288636	0
SDHB	524
PADI2	454
LINC02783	0
ENSG00000282843	0
PADI1	28
PADI3	0
MIR3972	0
PADI4	1436
PADI6	0
RCC2-AS1	0
RCC2	1877
ARHGEF10L	0
LINC02810	0
ACTL8	0
ENSG00000284653	0
LINC01654	0
IGSF21	0
ENSG00000280222	0
IGSF21-AS1	0
ENSG00000225387	0
KLHDC7A	0
DYNLL1P3	0
ENSG00000225478	0
PAX7	0
TAS1R2	0
ALDH4A1	167
MIR4695	0
MIR1290	0
IFFO2	10
ENSG00000272084	0
UBR4	2454
EMC1-AS1	0
EMC1	0
MRTO4	339
ENSG00000286064	0
AKR7L	0
AKR7A3	0
ENSG00000270728	0
AKR7A2	7
RNU6-1099P	0
SLC66A1	161
CAPZB	9080
RN7SL277P	0
MICOS10	113
RNU4-28P	0
MICOS10-DT	0
NBL1	165
MICOS10-NBL1	0
ENSG00000226396	0
HTR6	0
TMCO4	0
RNF186	0
RNF186-AS1	0
OTUD3	297
PLA2G2E	0
RN7SL304P	0
PLA2G2A	0
PLA2G5	0
PLA2G2D	0
PLA2G2F	0
ENSG00000227066	0
PLA2G2C	0
UBXN10	0
LINC01757	0
ENSG00000284710	1
VWA5B1	0
ENSG00000226664	0
LINC01141	0
ENSG00000226487	0
ENSG00000284641	0
ENSG00000284743	0
CAMK2N1	109
ENSG00000289402	0
MUL1	1
RPS4XP4	0
FAM43B	0
CDA	1
PINK1	433
MIR6084	0
PINK1-AS	0
DDOST	31
KIF17	0
ENSG00000235432	0
SH2D5	0
ENSG00000233069	0
HP1BP3	2332
EIF4G3	14574
RNU7-200P	0
MIR1256	0
RPS15AP6	0
ENSG00000236073	0
HSPE1P27	0
ENSG00000287192	0
ECE1	3479
ENSG00000236936	0
ECE1-AS1	0
PPP1R11P1	0
PDE4DIPP10	0
ENSG00000236009	0
NBPF2P	0
HS6ST1P1	0
CROCCP5	0
NBPF3	120
PFN1P10	0
ALPL	239
ENSG00000289715	0
LINC02596	0
RAP1GAP	0
USP48	2088
ENSG00000231978	0
LDLRAD2	19
HSPG2	0
ENSG00000232037	0
ENSG00000283234	0
CELA3B	0
ENSG00000285959	0
RN7SL386P	0
RNU6-1022P	0
CELA3A	0
RN7SL186P	0
RNU6-776P	0
LINC01635	0
LINC00339	0
ENSG00000289694	0
CDC42-AS1	0
ENSG00000285794	0
CDC42	0
CDC42-IT1	0
MPHOSPH6P1	0
WNT4	0
ENSG00000285873	0
MIR4418	0
PPIAP34	0
ENSG00000279625	0
ZBTB40	442
ZBTB40-IT1	0
EPHA8	0
MIR6127	0
C1QA	0
ENSG00000289692	0
C1QC	412
C1QB	101
EPHB2	0
MIR4684	0
ENSG00000225952	0
MIR4253	0
LACTBL1	0
TEX46	0
KDM1A	1481
ENSG00000240553	0
MIR3115	0
ENSG00000266802	0
LUZP1	1034
ENSG00000229010	0
RNU6-514P	0
RNU6-135P	0
ENSG00000289014	0
HTR1D	0
ENSG00000215381	0
LINC01355	0
ENSG00000284726	0
HNRNPR	2526
ZNF436	0
ZNF436-AS1	0
ENSG00000271420	0
TCEA3	172
ENSG00000232482	0
ASAP3	114
E2F2	94
ENSG00000235052	0
ID3	86
ENSG00000285802	0
MDS2	14
ENSG00000229239	0
RPL11	10430
ELOA-AS1	0
ELOA	928
PITHD1	1238
LYPLA2	289
GALE	0
HMGCL	213
FUCA1	0
CNR2	182
BTBD6P1	0
ENSG00000232557	0
MIR378F	0
H3P1	0
PNRC2	646
SRSF10	1921
ENSG00000215905	0
ENSG00000225315	0
MYOM3	0
MYOM3-AS1	0
IL22RA1	0
IFNLR1	8
GRHL3	0
LINC02800	0
GRHL3-AS1	0
STPG1	102
NIPAL3	273
ENSG00000288982	0
RCAN3AS	0
RCAN3	2818
NCMAP-DT	0
NCMAP	0
ENSG00000227312	0
SRRM1	8603
ENSG00000284699	0
CLIC4	3819
RNU6-1208P	0
RUNX3	1274
MIR6731	0
RUNX3-AS1	0
ENSG00000261025	0
MIR4425	0
LINC02793	0
ENSG00000233755	0
IFITM3P7	0
ENSG00000231953	0
SYF2	5513
ENSG00000284602	0
ENSG00000284657	0
RSRP1	820
ENSG00000272432	0
ENSG00000261349	0
RHD	344
SDHDP6	0
ENSG00000259984	0
TMEM50A	1234
RHCE	0
ENSG00000238084	1
MACO1	1009
LDLRAP1	2946
ENSG00000225643	0
MAN1C1	103
ENSG00000233478	0
SELENON	1361
ENSG00000255054	0
ENSG00000228172	0
MTFR1L	679
ENSG00000272478	0
AUNIP	0
ENSG00000236528	0
PAQR7	180
STMN1	35
SNRPFP2	0
ENSG00000223624	0
MIR3917	0
PAFAH2	37
RNU6-110P	0
ENSG00000252190	0
ENSG00000252691	0
EXTL1	0
SLC30A2	0
ENSG00000284309	0
TRIM63	0
PDIK1L	210
FAM110D	0
C1orf232	0
ZNF593OS	0
ZNF593	0
CNKSR1	1
CATSPER4	0
ZPLD2P	0
ENSG00000278572	0
CEP85	140
ENSG00000270733	0
SH3BGRL3	73725
UBXN11	157
CD52	743
CRYBG2	0
ENSG00000225854	0
ZNF683	0
LIN28A	0
DHDDS	151
ENSG00000223583	0
DHDDS-AS1	0
HMGN2	1182
DPPA2P2	0
RPS6KA1	764
MIR1976	0
RN7SL679P	0
RNU7-29P	0
ENSG00000289452	0
ENSG00000229247	0
ENSG00000238316	0
ENSG00000235069	0
ENSG00000260063	0
ARID1A	10026
PIGV	0
RN7SL165P	0
ENSG00000287810	0
ZDHHC18	574
SFN	0
GPN2	131
ENSG00000226698	0
ENSG00000289554	0
GPATCH3	233
NUDC	2076
NR0B2	0
KDF1	0
RPL12P13	0
RPL32P6	0
OSTCP2	0
TRNP1	0
TENT5B	0
SLC9A1	1245
ENSG00000229985	0
CHCHD3P3	1
NPM1P39	3
SNRPEP7	0
WDTC1-DT	0
WDTC1	1055
ENSG00000243659	0
TMEM222	0
RNU6-48P	0
ACTG1P20	0
SYTL1	471
MAP3K6	0
FCN3	0
CD164L2	0
ENSG00000231207	0
GPR3	0
WASF2	7145
ENSG00000241169	0
ENSG00000237429	0
AHDC1	138
FGR	979
ENSG00000235912	0
LINC02574	0
IFI6	61
ENSG00000225886	0
RNU6-949P	0
CHMP1AP1	0
RNU6-424P	0
ENSG00000287244	0
FAM76A	146
ENSG00000231344	0
RPEP3	0
STX12	113
ENSG00000269971	0
ENSG00000270031	0
RNU6-1245P	0
ENSG00000286433	0
PPP1R8	82
SCARNA1	0
THEMIS2	2585
RPA2	215
SMPDL3B	0
ENSG00000227050	0
XKR8	0
EYA3	456
ENSG00000238231	0
RN7SL559P	0
SPCS2P4	0
ENSG00000228943	0
ENSG00000289576	0
ENSG00000214812	0
RNU6-176P	0
PTAFR	240
DNAJC8	5186
ATP5IF1	1479
ENSG00000270605	0
ENSG00000271398	0
SESN2	0
MED18	0
PHACTR4	2211
ENSG00000229820	0
RNU6ATAC27P	0
RCC1	58
SNHG3	0
SNORA73A	0
SNORA73B	0
PRDX3P2	0
ENSG00000279443	0
TRNAU1AP	41
SNHG12	0
SNORD99	0
SNORA61	0
SNORA44	0
SNORA16A	0
TAF12	718
RAB42	0
TAF12-DT	0
ENSG00000270103	0
RNU11	0
GMEB1	60
ENSG00000252777	0
ENSG00000289291	0
YTHDF2	387
OPRD1	74
ENSG00000233427	0
EPB41	22721
ENSG00000225616	0
Metazoa_SRP	0
TMEM200B	0
ENSG00000225750	0
SRSF4	2900
ENSG00000277916	0
MECR	0
ENSG00000237934	0
PTPRU	2
LINC01756	0
ENSG00000225011	0
ENSG00000228176	0
ENSG00000284676	0
ENSG00000270927	0
LINC01648	0
ENSG00000233372	0
ENSG00000231251	0
ENSG00000236335	0
ENSG00000231949	0
ENSG00000289710	0
MATN1	0
MATN1-AS1	0
ENSG00000287510	0
LAPTM5	3239
MIR4420	0
ENSG00000229607	0
LINC01778	90
RN7SKP91	0
ENSG00000235143	0
SDC3	0
RN7SL371P	0
PUM1	1260
ENSG00000237329	0
ENSG00000232768	0
SELENOWP1	0
ENSG00000225142	0
NKAIN1	0
SNRNP40	230
ENSG00000229447	0
ZCCHC17	4302
ENSG00000229044	0
FABP3	126
SERINC2	0
ENSG00000215899	0
RNU6-40P	0
LDC1P	0
LINC01226	0
ENSG00000229167	0
TINAGL1	1
HCRTR1	2
PEF1	301
PEF1-AS1	0
ENSG00000264078	0
COL16A1	7
ADGRB2	0
MIR4254	0
ENSG00000254545	0
SPOCD1	46
ENSG00000203620	0
ENSG00000269967	0
PTP4A2	10292
ENSG00000288678	0
ENSG00000228634	0
ENSG00000284702	0
KHDRBS1	2950
ENSG00000203325	0
TMEM39B	132
MIR5585	0
KPNA6	887
ENSG00000250135	0
TXLNA	1038
CCDC28B	227
ENSG00000224066	0
IQCC	0
DCDC2B	0
TMEM234	0
EIF3I	586
MTMR9LP	0
FAM167B	90
LCK	1398
HDAC1	975
MARCKSL1	549
ENSG00000233775	0
TSSK3	0
FAM229A	108
BSDC1	632
GAPDHP20	0
ENSG00000270850	0
LRRC37A12P	0
RN7SL122P	0
ENSG00000254553	0
ZBTB8B	0
ZBTB8A	0
ZBTB8OS	372
RBBP4	1204
SYNC	0
ENSG00000224409	0
KIAA1522	124
YARS1	502
S100PBP	120
FNDC5	34
HPCA	0
TMEM54	0
ENSG00000287691	0
RNF19B	372
ENSG00000278966	0
ENSG00000217644	0
ENSG00000239670	0
ENSG00000236065	0
AK2	341
AZIN2	0
ENSG00000278997	0
TRIM62	106
ENSG00000279179	0
ENSG00000284721	0
ZNF362	618
ENSG00000270115	0
A3GALT2	0
ENSG00000225313	0
PHC2	1213
MIR3605	0
RN7SKP16	0
PHC2-AS1	0
TLR12P	0
ZSCAN20	38
ENSG00000235907	0
CSMD2	28
HSPD1P14	0
HMGB4	0
CSMD2-AS1	0
RNA5SP42	0
C1orf94	0
ENSG00000270241	0
ENSG00000287703	0
MIR552	0
SMIM12	79
GJB5	0
GJB4	0
ENSG00000255811	0
GJB3	0
GJA4	0
ENSG00000230163	0
DLGAP3	95
ENSG00000284773	0
GPR199P	0
ENSG00000271741	0
TMEM35B	0
ZMYM6	0
ZMYM1	559
RPL12P45	0
EFCAB14P1	0
ENSG00000284640	0
SFPQ	7067
ZMYM4	2092
RN7SL503P	0
SNORA62	0
RPL5P4	73
ZMYM4-AS1	0
KIAA0319L	79
ENSG00000236274	0
NCDN	41
TFAP2E-AS1	0
TFAP2E	0
PSMB2	545
C1orf216	0
CLSPN	317
ENSG00000232335	0
AGO4	586
AGO1	3452
CFAP97P1	0
ENSG00000286899	0
ENSG00000271914	0
AGO3	466
ENSG00000271554	0
ENSG00000232862	0
TEKT2	0
ADPRS	0
COL8A2	0
TRAPPC3	42
MAP7D1	3615
RN7SL131P	0
THRAP3	8420
UBE2V2P4	0
SH3D21	0
EVA1B	0
ENSG00000286379	0
STK40	5576
LSM10	325
RNU4-27P	0
OSCP1	0
SNORA63C	0
MRPS15	342
CSF3R	637
FTLP18	0
ENSG00000284705	0
ENSG00000284720	0
ENSG00000234481	0
GRIK3	0
ENSG00000284650	0
ENSG00000223944	0
MIR4255	0
RNU6-636P	0
RNA5SP43	0
RPS29P6	0
ZC3H12A-DT	0
ZC3H12A	0
MIR6732	0
MEAF6	822
MIR5581	0
SNIP1	205
FTH1P1	0
ENSG00000237749	0
DNALI1	0
GNL2	924
ENSG00000284748	0
RSPO1	0
C1orf109	0
CDCA8	79
EPHA10	1
ACTN4P2	0
ENSG00000227416	0
MANEAL	0
ENSG00000233728	0
YRDC	0
C1orf122	0
MTF1	938
ENSG00000235673	0
ENSG00000230955	0
INPP5B	520
SNORA63	0
RNU6-584P	0
SF3A3	1309
RNU6-510P	0
FHL3	157
UTP11	681
POU3F1	0
MIR3659HG	0
ENSG00000223589	0
MIR3659	0
LINC02786	0
ENSG00000286552	0
ENSG00000287987	0
LINC01343	0
ENSG00000275350	0
RNU6-753P	0
LINC01685	0
HSPA5P1	0
ENSG00000284632	0
RRAGC	39
ENSG00000273637	0
RRAGC-DT	0
MYCBP	301
ENSG00000274944	0
GJA9	0
RHBDL2	0
RNU6-605P	0
EIF1P2	0
AKIRIN1	761
NDUFS5	964
MACF1	5883
RNU6-608P	0
RNA5SP44	0
ENSG00000287422	0
ENSG00000226438	0
HSPE1P8	0
BMP8A	5
OXCT2P1	0
PPIEL	0
PABPC4	1858
PABPC4-AS1	0
SNORA55	0
HEYL	0
ENSG00000225903	0
NT5C1A	0
HPCAL4	151
PPIE	87
ENSG00000225333	0
RNU7-121P	0
ENSG00000289711	0
BMP8B	0
OXCT2	0
BMP8B-AS1	0
ENSG00000261798	0
ENSG00000229213	0
ENSG00000284719	0
LINC02811	0
TRIT1	0
MYCL	146
MYCL-AS1	0
MFSD2A	0
ENSG00000228477	0
CAP1	14617
PPT1	1
OAZ1P1	0
RLF	381
RNU6-1237P	0
TMCO2	0
ZMPSTE24-DT	225
ZMPSTE24	356
ENSG00000231296	0
COL9A2	147
ENSG00000227311	0
SMAP2	5835
ENSG00000213172	0
ENSG00000284677	0
ZFP69B	0
ENSG00000260920	13
ENSG00000279667	0
ZFP69	1
EXO5-DT	0
EXO5	0
ENSG00000227278	0
ENSG00000238186	0
ZNF684	0
ENSG00000286838	0
ENSG00000236505	0
GTF2F2P2	0
RIMS3	0
ENSG00000287743	0
ENSG00000237899	0
NFYC-AS1	0
NFYC	309
MIR30E	0
MIR30C1	0
KCNQ4	79
RN7SL326P	0
CITED4	130
ENSG00000229528	0
ENSG00000228940	0
ENSG00000286668	0
UBE2V1P8	0
CTPS1	67
SLFNL1-AS1	0
SLFNL1	0
SCMH1	552
RPL23AP17	0
ENSG00000287400	0
SCMH1-DT	0
ENSG00000213987	0
ENSG00000286640	0
FOXO6	0
FOXO6-AS1	0
RNA5SP45	0
EDN2	0
HIVEP3	679
ENSG00000230881	0
ENSG00000230638	0
ENSG00000284895	0
ENSG00000287587	0
HNRNPFP1	0
ENSG00000228776	0
GUCA2B	0
GUCA2A	0
FOXJ3	1519
ENSG00000227527	0
RIMKLA	0
ENSG00000235002	0
ZMYND12	0
PPCS	1253
CCDC30	25
RPS3AP11	0
TMSB4XP1	0
RNU6-536P	0
ENSG00000236180	0
PPIH	0
ENSG00000285728	0
ENSG00000234917	0
YBX1	24896
CLDN19	0
P3H1	13
C1orf50	0
ENSG00000283580	0
ENSG00000228452	0
TMEM269	0
SVBP	195
ERMAP	272
ZNF691-DT	0
ZNF691	0
ENSG00000233708	111
MKRN8P	0
ATP6V1E1P1	1
ENSG00000288955	0
SLC2A1	134
ATP6V0CP4	0
SLC2A1-DT	0
ENSG00000283973	0
RNU6-880P	0
ENSG00000277513	0
FAM183A	0
EBNA1BP2	413
MIR6733	0
CFAP57	0
RNA5SP46	0
TMEM125	0
C1orf210	0
TIE1	0
MPL	5269
ENSG00000287113	0
CDC20-DT	0
CDC20	0
ELOVL1	228
MIR6734	0
ENSG00000288772	0
MED8	1
MED8-AS1	0
SZT2	204
SZT2-AS1	0
MIR6735	0
HYI	0
HYI-AS1	0
PTPRF	434
KDM4A	401
ENSG00000284989	0
KDM4A-AS1	45
ST3GAL3	341
ST3GAL3-AS1	0
ENSG00000233674	0
MIR6079	0
SHMT1P1	0
ARTN	0
LINC02918	0
ENSG00000288573	0
IPO13	213
ENSG00000285649	0
DPH2	0
ATP6V0B	0
B4GALT2	63
CCDC24	19
SLC6A9	0
ENSG00000230615	0
ENSG00000227163	0
KRT8P47	0
RN7SL479P	0
KLF17	0
ENSG00000233514	1
KLF18	0
ENSG00000226804	0
OOSP1P1	0
ENSG00000227994	0
ENSG00000271329	280
DMAP1	257
ERI3	114
ERI3-IT1	0
RNU6-369P	0
RNF220	1189
MIR5584	0
TMEM53	0
ARMH1	0
RNU5F-1	0
RNU5D-1	0
KIF2C	0
ENSG00000225721	0
RPS8	11704
SNORD55	0
SNORD46	0
SNORD38A	0
SNORD38B	0
RPS15AP11	0
BEST4	3
PLK3	373
DYNLT4	0
BTBD19	0
PTCH2	0
RNU5E-6P	0
ENSG00000226499	0
EIF2B3	0
RNA5SP47	0
CCNB1IP1P1	0
PPIAP35	0
MRPS17P1	0
HECTD3	191
UROD	103
ZSWIM5	0
